0;460.253;584.616
0;460.252;898.681
0;228.218;898.68
0;224.818;902.08
0;224.818;962.881
0;219.618;962.881
0;219.618;902.08
0;216.218;898.68
0;128.217;898.68
0;124.817;902.08
0;124.817;962.881
0;119.617;962.881
0;119.617;902.08
0;116.217;898.68
0;2.19458;898.68
0;2.1933;2.00125
0;95.8848;2.00315
0;106.889;13.0084
0;109.293;14.0044
0;177.893;14.006
0;177.887;201.606
0;181.287;205.006
0;305.228;205.009
0;312.534;207.307
0;315.689;218.133
0;200.689;374.062
0;201.407;378.816
0;257.584;420.249
0;258.37;433.914
0;259.727;436.44
0;313.582;476.757
0;316.5;477.319
0;330.041;473.688
0;432.545;549.286
0;433.33;562.951
0;434.687;565.478
1;432.253;598.632
1;417.908;587.893
1;405.377;564.558
1;405.346;564.018
1;324.271;504.224
1;323.752;504.363
1;296.802;499.172
1;242.947;458.855
1;230.416;435.52
1;230.385;434.98
1;184.787;401.351
1;178.154;357.443
1;269.927;233.008
1;181.287;233.006
1;149.887;201.605
1;149.892;42.0054
1;109.293;42.0044
1;87.089;32.8064
1;84.2858;30.0029
1;30.1933;30.0018
1;30.1945;870.68
1;116.217;870.68
1;122.217;871.259
1;128.217;870.68
1;216.218;870.68
1;222.218;871.259
1;228.218;870.68
1;432.252;870.681
